profile	1.1.0	1.1.0--sm_70	cpu_arch=x86_64,gpu_arch=sm_70,cuda_version=11.6.124	# Last updated Thu Aug 17 23:26:08 2023

  total time	     percent	cum. percent	       calls	 time / call	          volume	name	aux	comment
   0.0268731	         100	         100	          10	  0.00268731	     16x32x32x64	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s12EEEEE	policy,GPU-offline,vol=1048576,parity=1,precision=8,order=2,Ns=4,Nc=3,commDim=0000,topo=1111,p2p=0,gdr=0,nvshmem=0,pol=110000111100110000	# 711.72 Gflop/s, 1123.76 GB/s, tuning took 0.151199 seconds at Thu Aug 10 17:23:54 2023

# Total time spent in asynchronous execution = 0.0268731 seconds
